OBJECTID,WRENAME,SYSTEMTYPE,WATERRESID,WRLINK,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,TotalGPCD,TotPotGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,TotPotaSup,PotaWelSup,PotaSprSup,PotaSurSup,SHAPE_Length,SHAPE_Area
338,Bridgerland Village Water Co.,C,756,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1271,Utah,Rich,Bear River,1/1/2001,Bear Lake,288,288,288,0,0,0,0,19.3,19.3,19.3,0,0,0,0,15.3,0.5,14.8,0,17167.08745,7132109.003
339,Clarkston Town Culinary Water,C,100,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1269,Utah,Cache,Bear River,1/1/2004,Cache Valley,453,453,417,0,10,25,0,370.1,370.1,341,0,8.3,20.8,0,1049.2,0,1049.2,0,11982.04339,3033710.432
340,Richmond City Water System,C,114,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1245,Utah,Cache,Bear River,1/1/2004,Cache Valley,293,289,119,24,60,86,4,884.7,873.1,358.5,72.1,181.5,261.1,11.6,1501.1,532.7,968.5,0,16652.2978,8964229.802
341,Trenton Town Water System,C,117,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1097,Utah,Cache,Bear River,1/1/2004,Cache Valley,638,502,427,0,2,73,136,330.3,260,221.2,0,1.3,37.6,70.3,448.4,0,448.4,0,26823.37251,21289076.91
342,Garden City,C,757,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1095,Utah,Rich,Bear River,1/1/2001,Bear Lake,1693,1681,1027,638,15,0,13,1113.5,1105,675.5,419.7,9.8,0,8.5,1329.3,0,1322.5,6.8,42721.65072,18851538.08
343,Cove Waterworks,C,102,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1313,Utah,Cache,Bear River,1/1/2004,Cache Valley,672,159,158,0,1,0,513,52.7,12.5,12.4,0,0.1,0,40.3,35.2,3.5,31.7,0,5047.853489,609367.385
344,Goaslind Spring Water Works Co.,C,110,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1381,Utah,Cache,Bear River,1/1/2004,Cache Valley,179,179,137,5,0,37,0,9.4,9.4,7.2,0.3,0,2,0,80.7,0,80.7,0,3547.577525,437756.97
345,Lewiston City,C,105,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1081,Utah,Cache,Bear River,1/1/2004,Cache Valley,491,486,219,7,19,241,5,995.5,985.3,443.6,13.2,39,489.4,10.3,1633.4,807.1,826.3,0,51316.37498,65958257.63
346,High Creek Water Co.,C,152,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1066,Utah,Cache,Bear River,1/1/2004,Cache Valley,565,472,459,0,0,13,93,88.6,74,72,0,0,2,14.6,132,0,132,0,11314.77984,2906864.145
347,Cornish Town Water System,C,101,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1341,Utah,Cache,Bear River,1/1/2004,Cache Valley,347,244,151,13,1,79,103,107,75.2,46.5,4.1,0.2,24.3,31.8,228.8,129.1,99.7,0,23669.93876,14145891.98
348,Portage Municipal Water System,C,45,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1300,Utah,Box Elder,Bear River,1/1/2006,Tremonton,413,413,327,0,86,0,0,97.1,97.1,76.9,0,20.2,0,0,176.6,80.7,95.9,0,18499.16291,6668362.257
349,Interlaken Mutual Water Co.,C,1482,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1919,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,78,78,78,0,0,0,0,22.8,22.8,22.8,0,0,0,0,201.8,201.8,0,0,4576.701826,611420.113
350,Swiss Alpine Water Co.,C,1477,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11294,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,589,589,589,0,0,0,0,25.1,25.1,25.1,0,0,0,0,31.2,0,31.2,0,6257.137492,1024530.802
351,Midway City Water System,C,1446,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1215,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,446,172,147,21,0,4,274,2904,1120.9,959.4,133.8,0.9,26.7,1783.1,2456.7,121.1,2335.6,0,30498.98482,20015485.96
352,Country Estates Mobile Home Park,C,1487,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11309,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,102,102,102,0,0,0,0,24,24,24,0,0,0,0,32.3,32.3,0,0,916.9072339,47990.69005
353,Snowville Town,C,53,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1008,Utah,Box Elder,West Desert,00-01-03,Curlew Valley,621,586,415,103,69,0,34,125.1,118.2,83.6,20.8,13.9,0,6.9,129.1,129.1,0,0,11173.2337,4594844.859
354,East Grouse Creek Pipeline Co.,C,43,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10976,Utah,Box Elder,West Desert,00-01-01,Grouse Creek,3930,3930,2293,82,491,1064,0,96.9,96.9,56.5,2,12.1,26.2,0,92.3,24.5,67.8,0,10055.51702,1574556.82
355,Ophir Canyon Water Association,C,1192,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1326,Utah,Tooele,West Desert,00-05-01,Rush Valley,361,361,361,0,0,0,0,20.2,20.2,20.2,0,0,0,0,57.8,41.7,16.1,0,3445.707356,221689.885
356,Dugway - English Village,C,1228,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1235,Utah,Tooele,West Desert,00-04-00,Skull Valley,1471,1161,813,159,63,124,311,824.1,650.1,455.6,89.3,35.5,69.7,174.1,2058,2058,0,0,6685.827251,2532401.854
357,Grantsville City,C,1189,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1077,Utah,Tooele,West Desert,00-05-02,Tooele Valley,342,137,95,34,8,0,205,4116.5,1648.8,1142.7,415.4,90.7,0,2467.7,3393.7,3393.7,0,0,63928.77591,82601692.92
358,Stansbury Park Improvement District,C,1190,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1244,Utah,Tooele,West Desert,00-05-02,Tooele Valley,366,236,190,7,38,0,131,4259.1,2740.7,2208.6,83.7,443.4,5,1518.5,4802,4802,0,0,34615.26844,17294279.04
359,Erda Acres Water Co.,C,1227,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1423,Utah,Tooele,West Desert,00-05-02,Tooele Valley,237,237,234,0,3,0,0,255.3,255.3,251.6,0,3.7,0,0,500.2,500.2,0,0,2890.269273,421036.08
360,Stockton Town Water System,C,1196,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1049,Utah,Tooele,West Desert,00-05-01,Rush Valley,207,207,188,11,8,0,0,164.6,164.6,149.2,9.1,6.3,0,0,1129.9,484.2,645.7,0,17658.92348,6129073.96
361,"BCI-LP Holdings, L.C.",C,1218,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11472,Utah,Tooele,West Desert,00-05-02,Tooele Valley,226,226,226,0,0,0,0,7.6,7.6,7.6,0,0,0,0,15.8,0,0,15.8,783.0619701,27033.86505
362,Vernon Waterworks SSD,C,1193,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1128,Utah,Tooele,West Desert,00-05-01,Rush Valley,82,82,80,2,0,0,0,24,24,23.3,0.6,0.1,0,0,44.4,44.4,0,0,24145.54172,21455519.29
363,Wendover City Water System,C,1194,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1006,Utah,Tooele,West Desert,00-02-01,North GSL Desert,215,215,55,79,42,40,0,356.1,356.1,90.4,130.4,69.6,65.7,0,4184.4,0,4184.4,0,18898.36713,16299031.15
364,Tooele City Water System,C,1191,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1232,Utah,Tooele,West Desert,00-05-02,Tooele Valley,164,161,126,18,13,4,3,6220.3,6089.7,4768.7,684,498,138.9,130.7,8893.8,8893.8,0,0,49960.73577,55369586.25
365,Lincoln Culinary Water Association,C,1195,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1162,Utah,Tooele,West Desert,00-05-02,Tooele Valley,92,85,76,0,9,0,7,89.8,82.9,74.4,0,8.5,0,6.8,126.1,44.4,81.8,0,11470.83201,4149360.705
366,Howell Town Water System,C,50,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1155,Utah,Box Elder,West Desert,00-07-02,Promontory Point,362,362,354,0,8,0,0,101.3,101.3,99,0,2.3,0,0,195.9,173.9,22,0,38616.17606,90611999.13
367,Silver Spur Ranchos,C,1243,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11287,Utah,Tooele,West Desert,00-05-02,Tooele Valley,370,370,370,0,0,0,0,58,58,58,0,0,0,0,25,25,0,0,5317.867005,879421.555
368,Hanna Water & Sewer Improvement District,C,344,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10912,Utah,Duchesne,Uintah,7/3/2007,Tabiona,334,94,92,2,0,0,240,127.1,35.7,34.9,0.9,0,0,91.3,43.6,11.3,32.4,0,58811.64126,61810210.46
369,Duchesne Water System,C,296,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1004,Utah,Duchesne,Uintah,7/3/2004,Starvation Reservoir,456,186,131,53,1,0,271,1088.5,443.1,313.7,126.6,1.8,0.9,645.4,7801.5,0,0,7801.5,24103.77186,16024021.9
370,South Duchesne Culinary Water,C,2398,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11349,Utah,Duchesne,Uintah,7/3/2013,Roosevelt Duchesne,105,105,105,0,0,0,0,62.2,62.2,62.2,0,0,0,0,726.4,0,0,726.4,20040.35429,16044602.59
371,Timber Lakes Water SSD,C,1484,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1406,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,84,84,84,0,0,0,0,57.7,57.7,57.5,0,0.1,0,0,192,0,192,0,24592.85304,30094268.42
372,Twin Creeks SSD,C,1505,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1453,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,453,81,77,1,2,0,373,1289.5,229.2,220.2,3,6,0,1060.3,247.7,0,0,247.7,56205.38046,64879083.62
373,Woodland Mutual Water Co.,C,1087,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1019,Utah,Summit,Utah Lake,4/1/2006,Woodland,293,283,280,2,0,0,11,88.8,85.5,84.7,0.7,0.1,0,3.3,97,48.5,48.5,0,17637.58185,3973926.861
374,Roy City Water System,C,1651,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1065,Utah,Weber,Weber River,2/1/2009,East Shore,211,67,56,9,1,0,144,9336.7,2954.9,2495.4,409.1,50.4,0,6381.8,1804,1804,0,0,35524.69515,20078350.63
375,Hooper WID,C,1641,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1067,Utah,Weber,Weber River,2/1/2009,East Shore,443,72,70,1,2,0,370,8186.7,1338.8,1285.3,16.3,37.2,0,6843.1,2342.6,2342.6,0,0,59117.64595,32504491.3
376,Three Points Center,C,1592,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11360,Utah,Washington,Kanab Creek/Virgin River,10/1/2005,St. George,243,243,0,243,0,0,0,16.3,16.3,0,16.3,0,0,0,28,28,0,0,1803.710771,105661.0937
377,West Warren - Warren Improvement District,C,1710,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1360,Utah,Weber,Weber River,2/1/2009,East Shore,457,256,237,0,0,18,202,619.9,346.3,321,0,0.3,25,273.6,0,0,0,0,45498.37542,38951523.48
378,Mutton Hollow ID,C,267,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1014,Utah,Davis,Weber River,2/1/2009,East Shore,656,227,227,0,1,0,428,522.2,180.9,180.4,0,0.5,0,341.3,0,0,0,0,13299.21254,1804489.711
379,High Valley Water Co.,C,1090,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1370,Utah,Summit,Weber River,2/1/2006,East Canyon,102,102,102,0,0,0,0,93.5,93.5,93.5,0,0,0,0,453,453,0,0,5032.234402,1326826.286
380,Spring Mountain Mutual Water Co.,C,1701,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11291,Utah,Weber,Weber River,2/1/2008,Ogden Valley,787,787,723,0,37,27,0,35.2,35.2,32.4,0,1.6,1.2,0,32.6,0,32.6,0,1922.375693,176055.7606
381,Hi-Country Estates #1,C,897,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1419,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,124,124,124,0,0,0,0,65.1,65.1,65.1,0,0,0,0,81,81,0,0,11334.53685,3557948.411
382,Farmington City Water System,C,264,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1027,Utah,Davis,Weber River,2/1/2009,East Shore,272,57,48,5,4,0,215,7314.7,1538,1293.8,147.7,96.5,0,5776.8,3743,3743,0,0,30609.46392,26123126.31
383,Kaysville City Water System,C,266,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1205,Utah,Davis,Weber River,2/1/2009,East Shore,305,64,49,14,1,0,241,10554.8,2228,1703,475,50,0,8326.8,0,0,0,0,41380.37824,27001582.85
384,West Point City Water System,C,279,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1163,Utah,Davis,Weber River,2/1/2009,East Shore,291,53,48,4,1,0,238,2806.5,512.3,466.3,35,8,3,2294.2,1501.9,1501.9,0,0,17496.10195,9459478.876
385,"Hooper WID (West Point, Davis Co.)",C,2416,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1067,Utah,Davis,Weber River,2/1/2009,East Shore,380,56,56,0,0,0,326,1545.2,226.4,226.4,0,0,0,1323.6,413.4,413.4,0,0,25489.25151,14000421.38
386,Ogden City Water System,C,1646,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1018,Utah,Weber,Weber River,2/1/2009,East Shore,207,146,76,48,8,15,61,20223.2,14247.6,7396.6,4647.2,754.9,1448.8,5975.6,16714,9157.9,0,7556.2,57244.43932,68283032.6
387,Pole Patch Water System,C,1723,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11315,Utah,Weber,Weber River,2/1/2009,East Shore,385,385,385,0,0,0,0,34.5,34.5,34.5,0,0,0,0,0,0,0,0,4318.315834,801038.4897
388,Big Plains - Cedar Point,C,1593,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11299,Utah,Washington,Kanab Creek/Virgin River,10/1/2005,St. George,151,151,135,1,16,0,0,76.2,76.2,67.9,0.5,7.8,0,0,75.9,75.9,0,0,3054.813539,521860.4709
389,Paunsaugunt Cliffs SSD,C,2409,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11064,Utah,Garfield,Sevier River,5/6/2002,Panguitch,161,161,160,1,0,0,0,9,9,9,0.1,0,0,0,48.8,48.8,0,0,6490.229102,2115359.779
390,Lizard Bench Water Assoc.,C,2422,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11124,Utah,Sevier,Sevier River,5/4/2002,Richfield,206,206,206,0,0,0,0,11.6,11.6,11.6,0,0,0,0,15.8,15.8,0,0,3965.821896,528092.16
391,Kane County WCD - Duck Creek Village,C,2446,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11401,Utah,Kane,Sevier River,5/6/2001,Navajo Lake,33,33,30,4,0,0,0,89.2,89.2,79.7,9.4,0,0,0,877.6,877.6,0,0,41545.00365,15483223.32
392,Deep Springs Water Co.,C,1153,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11337,Utah,Summit,Weber River,2/1/2002,Kamas Valley,271,271,271,0,0,0,0,24.3,24.3,24.3,0,0,0,0,14.6,14.6,0,0,2605.179278,169851.2309
393,Pine Meadow Mutual Water,C,1135,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11181,Utah,Summit,Weber River,2/1/2002,Kamas Valley,91,91,91,0,0,0,0,18.4,18.4,18.4,0,0,0,0,59.7,59.7,0,0,18813.60991,5554663.291
394,BRWCD - Tremonton (Bothwell Well),C,2226,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11306,Utah,Box Elder,Bear River,1/1/2006,Tremonton,734,354,338,9,0,6,380,115.1,55.5,53.1,1.4,0,1,59.6,367.2,367.2,0,0,21308.34847,16017347.44
395,Draper City Water System (Utah County),C,2382,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1223,Utah,Utah,Jordan River,3/1/2001,Salt Lake Valley,142,142,142,0,0,0,0,429.2,429.2,429.2,0,0,0,0,0,0,0,0,32984.44784,20811728.52
396,Draper City Water System,C,884,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1223,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,224,224,122,79,23,0,0,3973.4,3973.4,2166,1402.3,405.1,0,0,0,0,0,0,47250.30902,25375874.94
397,Skyline Mountain SSD,C,2470,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10891,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,161,153,57,97,0,0,7,73.1,69.8,25.9,43.9,0,0,3.3,205.1,175.1,30,0,32509.98015,5810119.641
398,Whispering Pines Water Co.,C,2419,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11072,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,28,28,28,0,0,0,0,8,8,8,0,0,0,0,70.8,70.8,0,0,9452.116063,5018873.978
399,Grand Water and Sewer Agency (Grand),C,490,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1046,Utah,Grand,Southeast Colorado River,9/1/2004,Moab,379,227,189,27,5,6,151,1699.8,1019.6,848.7,122.2,21.6,27.2,680.2,1671.9,1671.9,0,0,55194.28667,48822353.63
400,Wanship Cottage Sites,C,1088,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1174,Utah,Summit,Weber River,2/1/2002,Kamas Valley,135,135,135,0,0,0,0,9.7,9.7,9.7,0,0,0,0,10,10,0,0,2061.325992,63736.12582
