OBJECTID,WRENAME,SYSTEMTYPE,WATERRESID,WRLINK,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,TotalGPCD,TotPotaGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,ResSecGPCD,ComSecGPCD,InsSecGPCD,IndSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,ResSecoUse,ComSecoUse,InsSecoUse,IndSecoUse,TotalSup,WellsSup,SpringsSup,SurfaceSup,SHAPE_Length,SHAPE_Area
400,Lizard Bench Water Assoc.,C,2422,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11124,Utah,Sevier,Sevier River,05-04-02,Richfield,174,174,174,0,0,0,0,0,0,0,0,9.73,9.73,9.73,0,0,0,0,0,0,0,0,15.8,15.8,0,0,5298.07379997603,958059.360890162
401,Kane County WCD - Duck Creek Village,C,2446,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10869,Utah,Kane,Sevier River,05-06-01,Navajo Lake,31,31,29,2,0,0,0,0,0,0,0,81.45,81.45,75.04,6.4,0,0,0,0,0,0,0,877.6,877.6,0,0,52416.3211313138,24646623.5719535
402,Deep Springs Water Co.,C,1153,https://waterlink.utah.gov/deqWater/reports.html?systemId=521,Utah,Summit,Weber River,02-01-02,Kamas Valley,497,497,497,0,0,0,0,0,0,0,0,30.6,30.6,30.6,0,0,0,0,0,0,0,0,14.6,14.6,0,0,3438.70511952077,295558.661281018
403,Pine Meadow Mutual Water,C,1135,https://waterlink.utah.gov/deqWater/reports.html?systemId=1162,Utah,Summit,Weber River,02-01-02,Kamas Valley,34,34,34,0,0,0,0,0,0,0,0,17.5,17.5,17.5,0,0,0,0,0,0,0,0,59.72,59.72,0,0,3949.8882590455,1056290.26270031
404,BRWCD - Tremonton (Bothwell Well),C,2226,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1439,Utah,Box Elder,Bear River,01-01-06,Tremonton,645,258,256,0,0,1,387,387,0,0,0,108.3,43.28,43.08,0.06,0,0.14,65.02,65.02,0,0,0,367.21,367.21,0,0,12659.8372304768,2732955.55338918
405,Draper City Water System (Utah County),C,2382,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1223,Utah,Utah,Jordan River,03-01-01,Salt Lake Valley,174,174,102,55,16,0,0,0,0,0,0,3491.14,3491.14,2058.24,1104.43,328.47,0,0,0,0,0,0,0,0,0,0,43319.497540997,35973102.692319
406,Draper City Water System,C,884,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1223,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,174,174,102,55,16,0,0,0,0,0,0,3491.14,3491.14,2058.24,1104.43,328.47,0,0,0,0,0,0,0,0,0,0,62720.0278457647,44652748.1287005
407,Skyline Mountain SSD,C,2470,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10891,Utah,Sanpete,Sevier River,05-01-00,Gunnison,129,129,33,96,0,0,0,0,0,0,0,57.91,57.91,14.69,43.21,0,0,0,0,0,0,0,205.13,175.13,30,0,42235.7694099786,9808772.76944611
408,Whispering Pines Water Co.,C,2419,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11072,Utah,Sanpete,Sevier River,05-01-00,Gunnison,30,30,29,0,1,0,0,0,0,0,0,8.36,8.36,8.03,0,0.32,0,0,0,0,0,0,70.76,70.76,0,0,12254.4709807207,8440572.37287656
409,Cottonwood Mutual,C,721,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1088,Utah,Morgan,Weber River,02-01-07,Morgan,175,87,82,3,3,0,87,87,0,0,0,528.24,264.53,247.6,9.12,7.81,0,263.71,263.71,0,0,0,569,569,0,0,16975.2799830883,10922311.308321
410,Grand Water and Sewer Agency,C,490,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1046,Utah,Grand,Southeast Colorado River,09-01-04,Moab,722,211,180,24,3,4,511,154,0,357,0,3033.4,888.16,757.66,102.47,12.65,15.38,2145.24,646.26,0,1498.98,0,1671.87,1671.87,0,0,42392.7305427311,34042956.9092792
411,Wanship Cottage Sites,C,1088,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1174,Utah,Summit,Weber River,02-01-02,Kamas Valley,284,145,145,0,0,0,139,139,0,0,0,19.07,9.75,9.75,0,0,0,9.32,9.32,0,0,0,10,10,0,0,2727.02695915718,111419.879350005
412,Ruby's Inn,C,398,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1910,Utah,Garfield,Sevier River,05-05-01,East Fork Sevier,91,91,0,91,0,0,0,0,0,0,0,204.49,204.49,0,204.49,0,0,0,0,0,0,0,403.53,403.53,0,0,24229.6096169068,13874724.4218853
413,Twin Oaks Local District,C,2418,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11157,Utah,Sanpete,Sevier River,05-01-00,Gunnison,188,121,81,32,9,0,67,67,0,0,0,27.18,17.55,11.73,4.6,1.23,0,9.63,9.63,0,0,0,62.14,62.14,0,0,13343.7129333755,5621188.43498808
414,South Rim Water System,C,2492,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11290,Utah,Tooele,West Desert,00-05-01,Rush Valley,244,244,236,0,8,0,0,0,0,0,0,160.94,160.94,155.72,0,5.22,0,0,0,0,0,0,470.95,470.95,0,0,31271.7451302889,34971068.413344
415,Green Hills Country Estates,C,1683,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1449,Utah,Weber,Weber River,02-01-08,Ogden Valley,140,105,105,0,0,0,35,35,0,0,0,34.51,25.93,25.93,0,0,0,8.58,8.58,0,0,0,110,110,0,0,22917.6026333501,17386640.6866132
416,Washington County WCD - Cottam (Casa De Oro),C,1588,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1435,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,126,126,126,0,0,0,0,0,0,0,0,9.91,9.91,9.91,0,0,0,0,0,0,0,0,875,875,0,0,1963.27403239795,209247.942140596
417,Central Iron County WCD,C,579,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11047,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,177,177,127,24,16,11,0,0,0,0,0,337.92,337.92,242.04,45.65,29.67,20.57,0,0,0,0,0,1412.19,1412.19,0,0,146224.291368564,163421821.706539
418,Central Iron County WCD (Chekshani Cliffs HOA),C,2493,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11403,Utah,Iron,Kanab Creek/Virgin River,10-01-03,Laverkin,139,139,139,0,0,0,0,0,0,0,0,17.18,17.18,17.18,0,0,0,0,0,0,0,0,67,67,0,0,4534.90348343941,1017607.8853411
419,Sunset View Estates Water Co.,C,2414,https://waterlink.utah.gov/deqWater/reports.html?systemId=1473,Utah,Millard,Sevier River,05-02-04,Delta,396,396,396,0,0,0,0,0,0,0,0,15.96,15.96,15.96,0,0,0,0,0,0,0,0,322.82,322.82,0,0,4100.85444071483,163711.283567502
420,Palisades Water Co.,C,998,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1438,Utah,Sanpete,Sevier River,05-01-00,Gunnison,737,737,580,0,156,0,0,0,0,0,0,33,33,26,0,7,0,0,0,0,0,0,23.4,0,23.4,0,6214.72011815335,977109.829495952
421,Washington County WCD - Sand Hollow (Hurricane Valley Retail),C,2218,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1435,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,216,216,189,0,27,0,0,0,0,0,0,53.26,53.26,46.69,0,6.56,0,0,0,0,0,0,4000,4000,0,0,28565.6825107603,13405926.7181279
422,Hidden Hollow Water Co.,C,2506,https://waterlink.utah.gov/deqWater/reports.html?systemId=821,Utah,Morgan,Weber River,02-01-07,Morgan,56,56,56,0,0,0,0,0,0,0,0,1.7,1.7,1.7,0,0,0,0,0,0,0,0,13,13,0,0,4491.82206448543,826774.717637583
423,Kane County WCD - Long Valley Estates,C,2491,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11402,Utah,Kane,Sevier River,05-06-01,Navajo Lake,26,26,26,0,0,0,0,0,0,0,0,4.55,4.55,4.55,0,0,0,0,0,0,0,0,80.71,80.71,0,0,6565.84020957608,2614414.85989973
424,Oquirrh Mountain Water Co.,C,1247,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10904,Utah,Tooele,West Desert,00-05-02,Tooele Valley,311,311,108,167,0,36,0,0,0,0,0,146.48,146.48,51,78.39,0.12,16.97,0,0,0,0,0,1443.82,1443.82,0,0,19482.435619869,11291048.8787956
425,North Valley Ranches Subdivision,C,2505,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11142,Utah,Washington,Kanab Creek/Virgin River,10-01-03,Laverkin,157,157,157,0,0,0,0,0,0,0,0,4.4,4.4,4.4,0,0,0,0,0,0,0,0,16.14,16.14,0,0,5040.85933939227,1542050.52518235
426,Johnson Water District - Independence,C,2522,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1021,Utah,Uintah,Uintah,07-03-13,Roosevelt Duchesne,109,109,109,0,0,0,0,0,0,0,0,17.99,17.99,17.94,0.05,0,0,0,0,0,0,0,0,0,0,0,43372.7463794769,61614696.1006585
427,Wolf Creek Ranch,C,2523,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10890,Utah,Wasatch,Utah Lake,04-01-06,Woodland,837,837,837,0,0,0,0,0,0,0,0,46.9,46.9,46.9,0,0,0,0,0,0,0,0,161.41,161.41,0,0,63717.440735424,91416683.6733256
428,New Paria Subdivision,C,2524,https://waterlink.utah.gov/deqWater/reports.html?systemId=1048,Utah,Kane,Southeast Colorado River,09-05-00,Paria River,307,307,249,59,0,0,0,0,0,0,0,10.33,10.33,8.36,1.98,0,0,0,0,0,0,0,51.8,51.8,0,0,7487.98392976401,2836855.31804312
429,Dangling Rope Marina,C,955,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1350,Utah,Kane,Southeast Colorado River,09-03-02,Lake Powell,90,90,27,63,0,0,0,0,0,0,0,2.01,2.01,0.6,1.41,0,0,0,0,0,0,0,26,25.7,0,0,1819.97911729156,186168.046790652
430,Best Friends Animal Society,C,642,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11300,Utah,Kane,Kanab Creek/Virgin River,10-02-02,Kanab Creek,1611,1611,60,0,1551,0,0,0,0,0,0,45.11,45.11,1.68,0,43.43,0,0,0,0,0,0,28.64,28.64,0,0,1937.96389584183,154338.584515854
431,Bryce Canyon National Park,C,426,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1258,Utah,Garfield,Sevier River,05-05-01,East Fork Sevier,1184,1184,216,549,419,0,0,0,0,0,0,46.41,46.41,8.47,21.53,16.42,0,0,0,0,0,0,161.41,161.41,0,0,22757.6103148424,13090266.6204529
432,Turn About Ranch,C,2454,https://waterlink.utah.gov/deqWater/reports.html?systemId=1555,Utah,Garfield,West Colorado River,08-04-02,Escalante River,60,60,60,0,0,0,0,0,0,0,0,2.36,2.36,2.36,0,0,0,0,0,0,0,0,28,28,0,0,1023.41583301249,61082.2386051054
433,Deseret Feedlot,C,1333,https://waterlink.utah.gov/deqWater/reports.html?systemId=537,Utah,Utah,Utah Lake,04-01-10,Utah Valley,116,116,109,7,0,0,0,0,0,0,0,6.26,6.26,5.86,0.4,0,0,0,0,0,0,0,0,0,0,0,13515.8074128165,3755195.65938941
434,Deseret Land and Livestock,C,2529,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11281,Utah,Rich,Bear River,01-03-02,Randolph,88,88,80,0,7,0,0,0,0,0,0,2.95,2.95,2.7,0,0.25,0,0,0,0,0,0,39.71,39.71,0,0,4384.6706538994,916585.545302207
435,Pack Creek Water Co.,C,958,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11310,Utah,San Juan,Southeast Colorado River,09-01-04,Moab,91,91,91,0,0,0,0,0,0,0,0,7.67,7.67,7.67,0,0,0,0,0,0,0,0,22.19,22.19,0,0,6681.36571285462,2002628.2629356
436,Lake Rockport Estates,C,1156,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11055,Utah,Summit,Weber River,02-01-02,Kamas Valley,46,46,46,0,0,0,0,0,0,0,0,10.35,10.35,10.35,0,0,0,0,0,0,0,0,48.42,48.42,0,0,13792.687134943,5438279.65267211
437,Bicknell Bottoms,C,2517,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11354,Utah,Wayne,West Colorado River,08-03-06,Rabbit Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17597.6359246289,7559683.81284026
438,Weber Basin Job Corps,C,268,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1291,Utah,Davis,Weber River,02-01-09,East Shore,448,448,0,0,448,0,0,0,0,0,0,105.41,105.41,0,0,105.41,0,0,0,0,0,0,0,0,0,0,8198.63849123053,2877885.11449397
439,North Village S.S.D.,C,2511,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11078,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,46,46,38,0,8,0,0,0,0,0,0,52.57,52.57,43.07,0,9.5,0,0,0,0,0,0,0,0,0,0,26941.2541799502,26625465.437342
440,Hideout Town Water System,C,2520,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11284,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,64,64,57,0,6,0,0,0,0,0,0,55.35,55.35,50.01,0,5.34,0,0,0,0,0,0,0,0,0,0,24301.2876922533,17708798.7834475
441,Billy Bethers Water Supply,C,2512,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11273,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,71,71,71,0,0,0,0,0,0,0,0,3.19,3.19,3.19,0,0,0,0,0,0,0,0,38.4,0,38.4,0,9178.69015821349,1708684.66735375
442,Vivian Park Homeowners,C,1379,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1375,Utah,Utah,Utah Lake,04-01-09,Vivian Park,178,178,110,0,68,0,0,0,0,0,0,39.9,39.9,24.55,0,15.34,0,0,0,0,0,0,34.6,0,34.6,0,2346.9494029613,190034.322703601
443,Maple Lake Academy,C,2527,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11348,Utah,Utah,Utah Lake,04-01-10,Utah Valley,3,3,3,0,0,0,0,0,0,0,0,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0.81,0.81,0,0,3663.95978004063,884856.257767522
444,Eagle`s Landing,C,2526,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11339,Utah,Utah,Utah Lake,04-01-03,Soldier Summit,287,287,287,0,0,0,0,0,0,0,0,10.92,10.92,10.92,0,0,0,0,0,0,0,0,14,14,0,0,7223.22932449306,2126993.99167845
445,Rockland Ranch,C,2513,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11286,Utah,San Juan,Southeast Colorado River,09-01-05,Cane Spring,107,107,107,0,0,0,0,0,0,0,0,13.2,13.2,13.2,0,0,0,0,0,0,0,0,25.94,25.94,0,0,2038.75202089729,208744.888364103
446,VA Medical Center SLC,C,2515,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11351,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,803,803,0,13,790,0,0,0,0,0,0,287.9,287.9,0,4.66,283.24,0,0,0,0,0,0,0,0,0,0,3499.94255999564,730793.595645714
447,Mountain Valley Water Co.,C,2516,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10017,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,236,236,85,0,151,0,0,0,0,0,0,18.49,18.49,6.69,0,11.8,0,0,0,0,0,0,14,14,0,0,1840.33739095906,188301.503669677
448,"Cottonwood Coves, Inc.",C,2514,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11336,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,164,164,154,0,10,0,0,0,0,0,0,29.4,29.4,27.53,0,1.87,0,0,0,0,0,0,0,0,0,0,1874.62777284767,185126.162340401
449,Bumblebee Water System,C,2508,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10995,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,207,207,207,0,0,0,0,0,0,0,0,10.45,10.45,10.45,0,0,0,0,0,0,0,0,73,73,0,0,9092.31741373276,3669533.47437302
450,BRWCD - Collinston Water System,C,2518,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11308,Utah,Box Elder,Bear River,01-01-06,Tremonton,205,139,83,0,0,56,66,0,0,0,0,18.37,12.48,7.41,0.02,0,5.05,5.89,0,0,0,0,0,0,0,0,13957.8024301499,7364930.22697851
451,Vineyard City,C,2528,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11295,Utah,Utah,Utah Lake,04-01-10,Utah Valley,206,206,151,13,41,1,0,0,0,0,0,807,807,591,50,162,4,0,0,0,0,0,0,0,0,0,31597.0029178949,28358134.4579625
452,BRWCD - South Willard Water Co.,C,54,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1238,Utah,Box Elder,Weber River,02-01-09,East Shore,157,100,86,14,0,0,58,58,0,0,0,243.33,154.31,132.75,21.57,0,0,89.01,89.01,0,0,0,638.48,490.69,147.79,0,23547.7315767403,12287167.4752312
453,Granger-Hunter Improvement District,C,789,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1114,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,186,183,130,34,20,0,2,1,0,1,0,24532.72,24212,17122,4474,2616,0,320.72,155.18,0,165.53,0,9393,9393,0,0,53273.622220286,111649096.907199
454,Summit Water Distribution Co.,C,1117,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1288,Utah,Summit,Weber River,02-01-06,East Canyon,331,316,136,177,3,0,15,0,0,15,0,2433.81,2321.41,997.33,1303.32,20.76,0,112.4,0,0,112.4,0,4015,1696.54,807.06,1511.4,94151.0975014814,78441222.1753995
455,Gorgoza Mutual Water Co.,C,1098,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1368,Utah,Summit,Weber River,02-01-06,East Canyon,118,118,106,3,10,0,0,0,0,0,0,557.35,557.35,496.94,13.29,47.12,0,0,0,0,0,0,2405,2243.59,161.41,0,17251.9760820359,11781949.7159373
456,Community Water Co.,C,1081,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1392,Utah,Summit,Weber River,02-01-06,East Canyon,214,214,193,19,2,0,0,0,0,0,0,121.56,121.56,109.27,10.91,1.38,0,0,0,0,0,0,556,265.46,0,290.54,6420.94473520548,975358.744161855
457,Cedarview Montwell SSD,C,2504,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11313,Utah,Duchesne,Uintah,07-03-13,Roosevelt Duchesne,20,13,7,6,0,0,7,0,0,0,0,22.37,14.43,8.23,6.2,0,0,7.94,0,0,0,0,0,0,0,0,76571.9924388262,174268100.088306
458,Bona Vista Water District,C,1639,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1103,Utah,Weber,Weber River,02-01-09,East Shore,379,134,57,52,4,21,245,189,1,55,0,10967.51,3875.98,1646.93,1510.62,123.5,594.93,7091.53,5473.16,14.61,1603.75,0,1529,558.92,970.08,0,91300.5766231906,162410662.52464
459,Taylor - West Weber WID,C,1653,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1286,Utah,Weber,Weber River,02-01-09,East Shore,507,118,105,0,3,9,389,385,1,4,0,4129.18,959.51,856.68,4.06,22.45,76.32,3169.67,3133.59,5.18,30.9,0,2313,2313,0,0,56081.4832940114,77446233.5146877
460,West Haven SSD,C,2544,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11296,Utah,Weber,Weber River,02-01-09,East Shore,60,60,60,0,0,0,0,0,0,0,0,118.06,118.06,117.77,0.16,0,0.13,0,0,0,0,0,0,0,0,0,5399.64504020236,1054743.19478751
461,Swan Creek Village,C,777,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11118,Utah,Rich,Bear River,01-01-01,Bear Lake,55,55,55,0,0,0,0,0,0,0,0,33.8,33.8,33.8,0,0,0,0,0,0,0,0,37.5,37.5,0,0,9591.77545004849,2352540.7807174
462,Wilson Arch Resort Comm,C,2625,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10908,Utah,San Juan,Southeast Colorado River,09-01-05,Cane Spring,76,76,76,0,0,0,0,0,0,0,0,1.62,1.62,1.62,0,0,0,0,0,0,0,0,55,55,0,0,6242.29918803605,1747897.16227468
