FID,WRENAME,SYSTEMTYPE,WATERRESID,WRLINK,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,TotalGPCD,TotPotaGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,ResSecGPCD,ComSecGPCD,InsSecGPCD,IndSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,ResSecoUse,ComSecoUse,InsSecoUse,IndSecoUse,TotalSup,WellsSup,SpringsSup,SurfaceSup,SHAPE_Length,SHAPE_Area
74,Monticello City,C,914,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1295,Utah,San Juan,Southeast Colorado River,09-03-04,Monticello,192,82,48,20,12,2,110,58,0,52,0,473.29,202.95,118.85,49.26,30.76,4.08,270.34,142.5,0,127.84,0,1520,0,0,1520,28289.2225873334,15354420.8976384
75,Paragonah Town Water System,C,514,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1293,Utah,Iron,Cedar/Beaver,06-02-01,Parowan,308,156,154,0,2,0,152,130,0,22,0,174.6,88.47,87.37,0,1.1,0,86.13,73.58,0,12.55,0,177.55,0,177.55,0,9101.25544547642,1990771.03637975
76,Boulder Farmstead Water Co.,C,389,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1304,Utah,Garfield,West Colorado River,08-04-01,Boulder,386,298,228,28,41,1,88,88,0,0,0,99.38,76.69,58.71,7.12,10.68,0.18,22.69,22.69,0,0,0,201.12,144.63,56.49,0,49048.1075581827,87335457.5819417
77,Antimony Town Water System,C,388,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1382,Utah,Garfield,Sevier River,05-05-01,East Fork Sevier,1102,1102,542,93,110,357,0,0,0,0,0,172.83,172.83,85.06,14.53,17.32,55.92,0,0,0,0,0,279.36,0,279.36,0,44364.3360683028,50352437.4404495
78,Circleville Town Water System,C,744,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1184,Utah,Piute,Sevier River,05-06-03,Piute,419,419,314,75,18,11,0,0,0,0,0,267.28,267.28,200.27,48.13,11.66,7.21,0,0,0,0,0,225.06,181.59,43.47,0,35121.9630067298,46410072.7840161
79,Kingston Town Water System,C,746,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1182,Utah,Piute,Sevier River,05-06-03,Piute,377,228,228,0,0,0,148,123,0,25,0,75.98,46.07,46.07,0,0,0,29.91,24.86,0,5.05,0,112.99,80.71,32.28,0,25726.9746091231,22525697.5607115
80,Minersville Water System,C,4,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1187,Utah,Beaver,Cedar/Beaver,06-01-02,Milford,493,278,192,1,6,79,216,157,0,59,0,494.44,278.23,192.72,0.73,6,78.78,216.21,157.08,0,59.12,0,830.96,427.43,403.53,0,40627.938501782,19999961.5858737
81,Junction Town,C,743,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1016,Utah,Piute,Sevier River,05-06-03,Piute,824,341,193,17,91,40,483,483,0,0,0,156.83,64.85,36.73,3.15,17.34,7.64,91.98,91.98,0,0,0,194.61,73.55,121.06,0,35054.5193398494,57201230.4728017
82,Capitol Reef National Park,C,1613,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1354,Utah,Wayne,West Colorado River,08-03-07,Torrey,5347,149,149,0,0,0,5198,0,0,5198,0,179.7,5.01,5.01,0,0,0,174.69,0,0,174.69,0,15,15,0,0,4891.47344462498,676910.858881423
83,Lyman Water System,C,1608,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1110,Utah,Wayne,West Colorado River,08-03-06,Rabbit Valley,544,163,95,1,1,67,381,290,0,90,0,137.11,41.19,24.02,0.22,0.16,16.79,95.91,73.16,0,22.75,0,96.85,0,96.85,0,17428.1048070094,8417616.52591655
84,Greenwich Water Assoc.,C,750,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1022,Utah,Piute,Sevier River,05-05-02,Otter Creek,791,791,791,0,0,0,0,0,0,0,0,61.99,61.99,61.99,0,0,0,0,0,0,0,0,29.82,0,29.82,0,3955.13290337969,945838.947483838
85,Milford City Water,C,3,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1138,Utah,Beaver,Cedar/Beaver,06-01-02,Milford,458,319,243,60,4,12,139,0,0,139,0,764.28,532.77,405.58,100.26,7.48,19.45,231.51,0,0,231.51,0,1856.23,1856.23,0,0,22425.1060208113,11216150.8508197
86,Marysvale Town Water System,C,745,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1216,Utah,Piute,Sevier River,05-04-01,Marysvale,530,530,516,7,6,0,0,0,0,0,0,249.22,249.22,242.82,3.44,2.96,0,0,0,0,0,0,840.14,33.08,807.06,0,41409.9933164732,76021070.6945951
87,Fremont Waterworks Co.,C,1605,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1034,Utah,Wayne,West Colorado River,08-03-06,Rabbit Valley,1064,773,736,0,12,24,291,269,0,23,0,303.91,220.67,210.22,0,3.47,6.98,83.24,76.7,0,6.54,0,398.69,0,398.69,0,33681.0669589935,22331793.8539397
88,Koosharem,C,1033,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1251,Utah,Sevier,Sevier River,05-05-02,Otter Creek,221,179,139,11,29,0,42,34,0,8,0,89.22,72.3,56,4.6,11.7,0,16.92,13.61,0,3.31,0,234.05,121.06,112.99,0,11617.5904064276,5483548.85476792
89,Moab City,C,473,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1164,Utah,Grand,Southeast Colorado River,09-01-04,Moab,334,303,130,130,43,0,31,0,0,0,0,2097.08,1903.99,815.53,818.29,270.17,0,193.09,0,0,0,0,3845.13,1766.65,2078.48,0,55508.6837720417,20883919.3959573
90,South Monroe Culinary Water Co.,C,1039,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1002,Utah,Sevier,Sevier River,05-04-02,Richfield,1668,1668,344,0,0,1325,0,0,0,0,0,46.72,46.72,9.62,0,0,37.1,0,0,0,0,0,0,0,0,0,6332.01066397967,1315095.45088456
91,Cove SSD,C,1062,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1190,Utah,Sevier,Sevier River,05-04-02,Richfield,889,830,482,0,0,349,59,59,0,0,0,109.5,102.29,59.33,0,0,42.96,7.21,7.21,0,0,0,129.13,129.13,0,0,15956.1168756194,6913653.53727948
92,Monroe City,C,1034,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1317,Utah,Sevier,Sevier River,05-04-02,Richfield,1583,116,97,8,9,2,1466,1466,0,0,0,4033.21,296.23,248.19,20.33,23.41,4.3,3736.98,3736.98,0,0,0,1289.55,724.47,565.08,0,19705.4979731235,16831609.6122583
93,Joseph Town,C,1032,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1234,Utah,Sevier,Sevier River,05-04-02,Richfield,295,228,204,7,6,11,67,49,0,17,0,145.17,112.23,100.64,3.5,2.81,5.28,32.94,24.38,0,8.56,0,408,311.15,96.85,0,22000.1884545331,9134764.54049892
94,Day Star Adventist Academy,C,481,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1442,Utah,Grand,Southeast Colorado River,09-01-03,Colorado River/Castle Valley,1155,96,96,0,0,0,1059,0,0,1059,0,43.99,3.64,3.64,0,0,0,40.35,0,0,40.35,0,24.21,24.21,0,0,1809.02868169762,121398.933850695
95,Austin SSD,C,1026,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1225,Utah,Sevier,Sevier River,05-04-02,Richfield,188,188,171,12,0,5,0,0,0,0,0,25.29,25.29,22.98,1.65,0,0.66,0,0,0,0,0,116.35,43.71,72.64,0,5258.65868785194,305507.356790824
96,Elsinore Town Water System,C,1030,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1089,Utah,Sevier,Sevier River,05-04-02,Richfield,253,234,202,4,23,5,20,20,0,0,0,241.32,222.64,192.31,3.58,22.23,4.52,18.69,18.69,0,0,0,683.17,553.49,129.68,0,30998.4517281352,9669100.087354
97,Central Valley Town,C,1029,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1290,Utah,Sevier,Sevier River,05-04-02,Richfield,356,304,275,0,18,11,52,52,0,0,0,223.75,190.95,172.67,0,11.21,7.06,32.81,32.81,0,0,0,294.89,157.69,137.2,0,22691.1707231139,11420317.8737934
98,Annabella Town Water System,C,1024,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1063,Utah,Sevier,Sevier River,05-04-02,Richfield,2083,132,131,0,0,0,1951,1631,0,320,0,1936.33,122.31,122.22,0,0.09,0,1814.02,1516.53,0,297.49,0,782.21,428.72,353.49,0,15173.5082337998,5284839.02440112
99,Glenwood Town Water System,C,1031,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1183,Utah,Sevier,Sevier River,05-04-02,Richfield,335,107,96,0,10,0,228,184,0,44,0,161.24,51.43,46.31,0,4.96,0.16,109.81,88.84,0,20.98,0,181.12,0,181.12,0,6144.29553689976,2218148.42825852
100,Richfield City,C,1036,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1130,Utah,Sevier,Sevier River,05-04-02,Richfield,370,245,159,47,40,0,125,14,0,110,0,3280.36,2175.36,1406.4,415.2,353.77,0,1105,126.59,0,978.41,0,2607.3,1158.37,1448.93,0,49726.6672162688,25201986.9835711
101,Kanosh Town Water System,C,661,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1154,Utah,Millard,Sevier River,05-07-00,Fillmore,1373,445,298,2,133,12,929,929,0,0,0,830.71,268.99,180.05,1.38,80.51,7.04,561.72,561.72,0,0,0,564.94,0,564.94,0,11726.5356286184,3614118.25746906
102,Sigurd Town Water System,C,1038,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1056,Utah,Sevier,Sevier River,05-03-00,Sevier Bridge,203,203,145,2,26,30,0,0,0,0,0,97.8,97.8,70.03,0.89,12.53,14.35,0,0,0,0,0,464.86,201.76,263.1,0,28491.2290681888,5138524.07904093
103,Meadow Town Water System,C,664,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1094,Utah,Millard,Sevier River,05-07-00,Fillmore,385,385,374,10,1,0,0,0,0,0,0,155.4,155.4,150.68,4.23,0.49,0,0,0,0,0,0,564.21,161.41,402.8,0,8818.21076443091,2160082.50115335
104,Castle Valley SSD - Emery,C,354,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1136,Utah,Emery,West Colorado River,08-03-03,Emery,709,141,141,0,0,0,568,510,0,58,0,357.38,70.89,70.89,0,0,0,286.49,257.15,0,29.34,0,564.9,0,0,564.9,16535.1598700495,5304907.93547974
105,Aurora City,C,1025,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1353,Utah,Sevier,Sevier River,05-03-00,Sevier Bridge,451,139,111,10,18,0,311,311,0,0,0,565.33,174.7,139.71,11.97,23.02,0,390.63,390.63,0,0,0,489.08,343.81,145.27,0,17483.5640960302,7550691.54294521
106,Salina City Water System,C,1037,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1226,Utah,Sevier,Sevier River,05-03-00,Sevier Bridge,670,230,57,60,54,58,440,342,0,98,0,1877.01,644.85,160.81,168.57,151.78,163.69,1232.16,956.55,0,275.61,0,1311,181.12,1129.88,0,40894.4139137758,26829525.5225864
107,Thompson SSD,C,474,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1314,Utah,Grand,West Colorado River,08-05-02,Lower Green River,622,622,182,153,254,34,0,0,0,0,0,27.87,27.87,8.15,6.84,11.36,1.51,0,0,0,0,0,161.41,0,161.41,0,5907.79607549252,1617117.0010655
108,Teasdale SSD,C,1609,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1236,Utah,Wayne,West Colorado River,08-03-07,Torrey,399,136,127,7,2,0,263,263,0,0,0,111.79,38.13,35.59,1.97,0.57,0,73.66,73.66,0,0,0,209.84,80.71,129.13,0,9785.9327574386,5613491.43801671
109,Beaver City Water System,C,1,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1221,Utah,Beaver,Cedar/Beaver,06-01-01,Beaver,1011,201,105,67,4,25,810,692,0,118,0,3673.75,731.93,381.79,244.56,14.44,91.13,2941.82,2513.6,0,428.22,0,1692.5,1046.5,646,0,50236.897135665,31462907.6036435
110,Torrey Town Water System,C,1610,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1185,Utah,Wayne,West Colorado River,08-03-07,Torrey,765,421,218,193,10,0,344,312,0,32,0,265.55,146.07,75.72,66.88,3.48,0,119.48,108.28,0,11.19,0,451.95,0,451.95,0,31349.1615455035,13283526.7805626
111,Bicknell Town Water System,C,1604,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1091,Utah,Wayne,West Colorado River,08-03-06,Rabbit Valley,571,161,86,38,16,22,410,410,0,0,0,207.94,58.67,31.23,13.78,5.79,7.88,149.27,149.27,0,0,0,161.41,0,161.41,0,23669.3209551461,4716177.50288311
112,Manderfield Culinary Water System,C,5,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1020,Utah,Beaver,Cedar/Beaver,06-01-01,Beaver,772,772,772,0,0,0,0,0,0,0,0,36.3,36.3,36.3,0,0,0,0,0,0,0,0,242.12,242.12,0,0,4046.08984347066,577587.952258297
113,Hanksville Town Water System,C,1606,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1278,Utah,Wayne,West Colorado River,08-03-07,Torrey,482,155,61,75,18,0,327,215,0,113,0,118.82,38.11,15.11,18.51,4.49,0,80.7,52.87,0,27.83,0,201.76,201.76,0,0,14338.9332774335,7405859.20159563
114,Loa Town Water System,C,1607,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1068,Utah,Wayne,West Colorado River,08-03-06,Rabbit Valley,357,212,128,22,9,54,145,118,0,27,0,244.16,145.15,87.48,14.89,6.22,36.56,99.01,80.74,0,18.27,0,537.5,408.37,129.13,0,13908.0268373046,5429583.83544592
115,Jensen WID,C,1261,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1120,Utah,Uintah,Uintah,07-02-02,Big Brush Creek,166,166,130,20,16,1,0,0,0,0,0,278.57,278.57,218.1,33.27,26.11,1.09,0,0,0,0,0,0,0,0,0,166626.656147301,455515644.63209
116,Alta Town Water System,C,825,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1348,Utah,Salt Lake,Jordan River,03-01-07,Little Cottonwood Creek,154,154,25,130,0,0,0,0,0,0,0,65.68,65.68,10.5,55.18,0,0,0,0,0,0,0,238.15,238.15,0,0,25576.4918560727,20190028.1564043
117,Silver Lake Co.,C,822,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1373,Utah,Salt Lake,Jordan River,03-01-06,Big Cottonwood Creek,75,75,24,51,0,0,0,0,0,0,0,5.04,5.04,1.61,3.43,0,0,0,0,0,0,0,81,0,81,0,6680.50681036713,1644263.2223975
118,Sandy City Water System,C,808,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1084,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,222,213,141,22,50,0,9,8,0,1,0,23048.38,22109.52,14643.52,2312,5154,0,938.86,827.55,0,111.3,0,14400,14400,0,0,97860.857924618,110656100.81392
119,Midvale City Water System,C,798,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1093,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,144,144,79,56,9,0,0,0,0,0,0,5007.38,5002.34,2748.34,1928.7,319.75,5.55,5.04,5.04,0,0,0,2800,2800,0,0,31909.0365540963,24110488.8707657
120,Silver Fork Pipeline Corp.,C,809,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1374,Utah,Salt Lake,Jordan River,03-01-06,Big Cottonwood Creek,106,106,105,2,0,0,0,0,0,0,0,35.67,35.67,35.12,0.55,0,0,0,0,0,0,0,62,62,0,0,5525.52256111517,1476780.74399712
121,Mantua Town Water System,C,51,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1297,Utah,Box Elder,Bear River,01-01-07,Brigham City,316,222,208,4,9,0,94,62,0,31,0,300.54,211.23,198.46,3.9,8.5,0.37,89.31,59.45,0,29.86,0,907.94,827.23,80.71,0,28456.4696557232,26477960.591497
122,Brigham City Corp.,C,38,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1228,Utah,Box Elder,Bear River,01-01-07,Brigham City,534,411,173,57,118,63,123,85,0,38,0,11588.74,8925.01,3764.23,1238.14,2564.12,1358.52,2663.73,1843.06,0,820.67,0,48256.76,6872.09,10975.97,30408.7,72485.7147556225,111858257.73349
123,Fillmore Municipal Water System,C,658,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1003,Utah,Millard,Sevier River,05-07-00,Fillmore,766,456,133,154,96,73,310,310,0,0,0,2059.3,1224.88,356.83,414.97,257.26,195.82,834.42,834.42,0,0,0,3526.83,2905.4,621.43,0,34702.7289003256,32229478.9396714
124,Green River City,C,356,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1087,Utah,Emery,West Colorado River,08-05-01,Upper Green River,834,215,65,109,41,0,619,221,0,398,0,887.54,228.74,69.63,115.49,43.61,0,658.8,235.16,0,423.64,0,1614.1,0,0,1614.1,68132.9803343483,58597390.3308539
125,Redmond Town Water System,C,1035,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1283,Utah,Sevier,Sevier River,05-03-00,Sevier Bridge,213,164,144,11,8,0,50,50,0,0,0,197.19,151.3,133.4,10.25,7.64,0,45.89,45.89,0,0,0,542.62,542.62,0,0,14752.5814670259,4393872.63378729
126,Axtell Community Service Distribution,C,1003,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11352,Utah,Sanpete,Sevier River,05-03-00,Sevier Bridge,432,139,129,0,10,0,292,292,0,0,0,123.27,39.74,36.98,0,2.76,0,83.52,83.52,0,0,0,242.12,0,242.12,0,18746.9792829248,19978182.6845066
127,Castle Valley SSD - Ferron,C,355,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1136,Utah,Emery,West Colorado River,08-02-03,Ferron Creek,886,76,71,3,2,0,810,606,205,0,0,1614.28,138.11,129.41,5.59,3.1,0,1476.18,1103.37,372.81,0,0,403.5,0,0,403.5,34728.0518489957,10380828.1069652
128,Holden Town Water System,C,668,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1064,Utah,Millard,Sevier River,05-07-00,Fillmore,503,281,164,28,89,0,223,223,0,0,0,256.55,143.07,83.5,14.2,45.36,0,113.48,113.48,0,0,0,481.53,0,481.53,0,8388.51857216796,2659600.3350093
129,Mayfield Town Water System,C,974,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1083,Utah,Sanpete,Sevier River,05-01-00,Gunnison,436,65,61,0,3,0,371,304,0,67,0,278.08,41.21,39.11,0.19,1.91,0,236.87,193.91,0,42.96,0,233.59,153.59,80,0,16212.2994286196,4462805.05569307
130,Castle Valley SSD - Clawson Water System,C,353,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1136,Utah,Emery,West Colorado River,08-02-03,Ferron Creek,836,73,73,0,0,0,763,689,0,74,0,152.7,13.37,13.32,0.05,0,0,139.34,125.74,0,13.59,0,403.5,0,0,403.5,17495.6595723536,5170821.51004361
131,Centerfield Town Water System,C,969,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1157,Utah,Sanpete,Sevier River,05-03-00,Sevier Bridge,603,204,174,14,16,0,400,317,0,82,0,936.06,316.25,269.47,21.7,24.43,0.66,619.81,492.2,0,127.61,0,724.47,0,724.47,0,28957.0801355124,19816852.7324126
132,Shiloah Wells Water Co. (Eskdale),C,679,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1366,Utah,Millard,West Desert,00-03-01,Snake Valley,1873,1873,1873,0,0,0,0,0,0,0,0,79.72,79.72,79.72,0,0,0,0,0,0,0,0,83.1,83.1,0,0,2559.4613117187,417318.412188381
133,Gunnision City,C,972,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1115,Utah,Sanpete,Sevier River,05-01-00,Gunnison,279,123,47,11,65,0,156,114,0,42,0,1105.57,485.98,187.01,41.7,257.27,0,619.59,453.37,0,166.22,0,1164.59,801.41,363.18,0,32863.2452012527,25139973.8942964
134,Sterling Town Water System,C,977,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1272,Utah,Sanpete,Sevier River,05-01-00,Gunnison,370,75,66,3,2,4,295,186,0,109,0,124.33,25.2,22.28,1.04,0.53,1.35,99.13,62.61,0,36.52,0,167.19,78.41,88.78,0,10182.1368486558,1799367.52487243
135,Castle Valley SSD - Castle Dale,C,2460,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1136,Utah,Emery,West Colorado River,08-02-04,Castle Dale,541,151,121,9,12,9,390,319,0,71,0,1090.04,304.31,243.57,17.85,23.93,18.96,785.72,642.65,0,143.08,0,613.4,0,0,613.4,18764.6005377692,9459045.21960137
136,Fayette Town Water,C,970,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1320,Utah,Sanpete,Sevier River,05-03-00,Sevier Bridge,332,259,232,0,22,5,73,73,0,0,0,100.52,78.31,70.07,0,6.68,1.56,22.21,22.21,0,0,0,282.47,282.47,0,0,6289.62179944728,1787390.71565595
137,Castle Valley SSD - Orangeville,C,359,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1136,Utah,Emery,West Colorado River,08-02-04,Castle Dale,567,118,114,4,0,0,449,412,0,37,0,934.32,195.04,187.93,6.41,0.7,0,739.28,678.9,0,60.38,0,613.4,0,0,613.4,19132.8215600022,6285675.35664208
138,Manti City,C,973,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1253,Utah,Sanpete,Sevier River,05-01-00,Gunnison,449,166,155,4,6,2,282,230,0,52,0,1646.57,610.71,567.74,15.34,21.48,6.14,1035.86,844.7,0,191.16,0,2953,777,2176,0,19328.8744811091,10021798.627539
139,Scipio Town,C,666,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1146,Utah,Millard,Sevier River,05-02-02,Scipio,1147,275,223,42,10,0,872,733,36,103,0,456.19,109.55,88.86,16.76,3.92,0,346.64,291.57,14.24,40.83,0,435.81,242.12,193.69,0,43045.2413478315,67831672.2497866
140,Deseret-Oasis SSD,C,696,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1358,Utah,Millard,Sevier River,05-02-04,Delta,232,232,201,0,30,0,0,0,0,0,0,118.12,118.12,102.53,0,15.54,0.06,0,0,0,0,0,630.05,630.05,0,0,33475.0973384627,11382487.6104384
141,Castle Valley SSD - Huntington,C,357,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1136,Utah,Emery,West Colorado River,08-02-04,Castle Dale,425,89,72,6,4,7,335,296,0,39,0,1012.75,213.43,172.57,15.26,8.82,16.79,799.32,706.43,0,92.89,0,1649.47,0,968.47,681,17807.099455545,10210120.5922972
142,Country Estates HOA,C,690,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11280,Utah,Millard,Sevier River,05-02-04,Delta,253,253,253,0,0,0,0,0,0,0,0,22.65,22.65,22.65,0,0,0,0,0,0,0,0,37.95,37.95,0,0,2863.00177541974,443227.397090196
143,Castle Valley SSD - Cleveland Water System,C,380,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1136,Utah,Emery,West Colorado River,08-01-03,Price River,893,107,102,2,2,0,786,689,0,97,0,464.01,55.62,53.27,1.23,1.13,0,408.38,357.86,0,50.52,0,484.23,0,484.23,0,11958.1395122069,3824659.32243487
144,Hinckley Town Water System,C,659,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1106,Utah,Millard,Sevier River,05-02-04,Delta,273,202,180,1,21,0,71,71,0,0,0,213.3,157.79,140.41,0.93,16.25,0.2,55.51,55.51,0,0,0,573.34,573.34,0,0,20907.3108824759,22022611.3093263
145,Dansie Water Co.,C,791,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1367,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,870,870,870,0,0,0,0,0,0,0,0,19.48,19.48,19.48,0,0,0,0,0,0,0,0,262.5,262.5,0,0,9895.16786349015,2941437.70337925
146,Heber City Water System,C,1444,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1197,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,211,114,86,23,5,0,96,96,0,0,0,3844.51,2085.28,1559.95,426.12,99.2,0,1759.23,1759.23,0,0,0,3348.09,2541.04,807.05,0,54202.4975774546,37917289.0982237
