OBJECTID,WRENAME,SYSTEMTYPE,WATERRESID,WRLINK,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,TotalGPCD,TotPotGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,TotPotaSup,PotaWelSup,PotaSprSup,PotaSurSup,Year,Region,SHAPE_Length,SHAPE_Area
458,Spring Lake,C,1295,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1310,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,367,165,145,16,4,0,202,188.9,85,74.9,8.2,1.9,0,103.9,256.8,181.6,75.2,0,2019,Provo River,9126.413005,1505232.728
459,Canaan Springs Water Co.,C,2755,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11597,Utah,Washington,Kanab Creek/Virgin River,10/1/2005,St. George,195,195,195,0,0,0,0,12.3,12.3,12.3,0,0,0,0,10.7,0,10.7,0,2019,Lower Colorado River South,9649.532464,1408465.403
460,Hobble Creek Haven Development,C,2756,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=11630,Utah,Utah,Utah Lake,4/1/2005,Hobble Creek,152,152,152,0,0,0,0,21.4,21.4,21.4,0,0,0,0,0,0,0,0,2019,Provo River,3267.18629,535341.006
461,Wildwood Water LLC,C,2757,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=11638,Utah,Weber,Weber River,2/1/2009,East Shore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,Weber River,554.4849738,9495.7938
462,Summit Chateau In Brian Head,C,2759,https://waterlink.utah.gov/deqWater/reports.html?systemId=1748,Utah,Iron,Cedar/Beaver,6/2/2001,Parowan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,Lower Colorado River North,914.5013302,44060.25145
463,Orem City Water System,C,1311,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1280,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,201,201,136,23,39,2,0,22459.4,22459.4,15204.8,2577.4,4406.6,270.6,0,18368.6,14914.4,3454.2,0,2019,Provo River,44986.75381,47298596.12
464,Brooklyn Tapline Co. Inc.,C,1027,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11461,Utah,Sevier,Sevier River,5/4/2002,Richfield,332,332,163,170,0,0,0,61.5,61.5,30.1,31.3,0,0,0,0,0,0,0,2019,Sevier River,12728.11398,1432425.691
465,Hidden Creek Water Co.,C,1418,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11283,Utah,Utah,Utah Lake,4/1/2005,Hobble Creek,231,231,231,0,0,0,0,28.2,28.2,28.2,0,0,0,0,484.2,484.2,0,0,2019,Provo River,7446.092664,1446761.28
466,Harmony Farms Water Users,C,1584,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1452,Utah,Washington,Kanab Creek/Virgin River,10/1/2003,Laverkin,202,202,195,7,0,0,0,82.7,82.7,79.7,3,0,0,0,144.4,144.4,0,0,2019,Lower Colorado River South,14553.48086,2071637.957
467,Monte Verde,C,715,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1071,Utah,Morgan,Weber River,2/1/2007,Morgan,304,304,304,0,0,0,0,25.9,25.9,25.9,0,0,0,0,82,82,0,0,2019,Weber River,1451.278572,96242.30185
468,Blanding City,C,911,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1075,Utah,San Juan,Southeast Colorado River,9/3/2003,Blanding,226,163,125,18,20,0,63,931.9,672.9,513.3,75.7,84,0,259,2736,201.8,0,2534.2,2019,Upper Colorado River,47589.37567,7038827.321
469,Mountain Green Water Assoc.,C,723,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1201,Utah,Morgan,Weber River,2/1/2007,Morgan,160,160,160,0,0,0,0,9,9,9,0,0,0,0,20,20,0,0,2019,Weber River,1447.23936,107288.4305
470,Holliday Water Co.,C,792,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1104,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,382,219,191,14,15,0,163,6124.2,3512.8,3059.8,219.9,233.1,0,2611.4,5779,2840,1840,1099,2019,Salt Lake,22811.98645,8227434.398
471,Salt Lake City Water System,C,806,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1139,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,170,170,95,42,24,9,0,69299,69299,38642,17145,9767,3745,0,43602,15700,2200,25702,2019,Salt Lake,214463.8732,369485020.4
472,Jordan Valley Water Conservancy District (Retail),C,807,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1321,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,163,158,112,30,13,3,5,8158.2,7906.5,5620,1505.2,637.5,143.8,251.7,85660,18000,0,67660,2019,Salt Lake,84159.23586,22346893.34
473,"BCI-LP Holdings, L.C.",NP,1218,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=11472,Utah,Tooele,West Desert,00-05-02,Tooele Valley,111,111,111,0,0,0,0,3.1,3.1,3.1,0,0,0,0,15.8,0,0,15.8,2019,Salt Lake,804.826024,36625.9889
